=== ЛОГ СЕРВЕРА 01.11 21:16 ===
Формат: Время Шаг | Параметры | Флаги
Параметры: Py1 Py2 Pre Gap VRPM V0R V1R M P
Флаги: SC=StartCap EC=EndCap GF=GapFeedback SF=SpeedFeedback
--------------------------------------------------------------------------------
T  11.9s S 119 | Pyr:  28.2 Pyr:  28.8 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  12.0s S 120 | Pyr:  29.7 Pyr:  26.4 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T  12.1s S 121 | Pyr:  27.6 Pyr:  26.4 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T  12.2s S 122 | Pyr:  26.8 Pyr:  26.3 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T  12.3s S 123 | Pyr:  29.6 Pyr:  26.2 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T  12.4s S 124 | Pyr:  29.3 Pyr:  26.4 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T  12.5s S 125 | Pyr:  26.2 Pyr:  28.1 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T  12.6s S 126 | Pyr:  26.2 Pyr:  26.8 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T  12.7s S 127 | Pyr:  26.8 Pyr:  27.1 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T  12.8s S 128 | Pyr:  29.9 Pyr:  29.1 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T  12.9s S 129 | Pyr:  27.0 Pyr:  28.7 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T  13.0s S 130 | Pyr:  29.8 Pyr:  29.8 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T  13.1s S 131 | Pyr:  28.8 Pyr:  26.1 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T  13.2s S 132 | Pyr:  27.5 Pyr:  29.6 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T  13.3s S 133 | Pyr:  28.4 Pyr:  28.5 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
